order_id,order_date,delivery_date,origin_city,destination_city,distance_km,vehicle_type,delivery_time_hours,delivery_cost,weather_condition,traffic_level,delayed,customer_rating,is_weekend,month,day_of_week
ORD-10022,2023-02-21,2023-02-23 06:00:00,Ibadan,Abuja,145.59,Bike,5.504586845828227,343.50436240911046,Storm,Low,1,4.083509391276059,False,2,Tuesday
ORD-10023,2023-05-17,2023-05-17 04:00:00,Port Harcourt,Lagos,435.86,Bike,8.358313561427329,380.56685173213515,Storm,Low,1,3.848355604789127,False,5,Wednesday
ORD-10024,2023-03-03,2023-03-03 16:00:00,Ibadan,Ibadan,403.91,Truck,7.232872234468737,458.8445671517711,Clear,Low,0,3.069837906354854,False,3,Friday
ORD-10025,2023-01-11,2023-01-13 20:00:00,Port Harcourt,Kano,214.13,Bike,4.061600930740106,475.6814795853616,Storm,Low,0,3.7768682564439144,False,1,Wednesday
ORD-10026,2023-05-17,2023-05-17 04:00:00,Lagos,Abuja,209.29,BIKE,7.245801699041563,154.81824545853294,Rain,Medium,0,4.857274259781298,False,5,Wednesday
ORD-10027,2023-10-12,2023-10-12 15:00:00,Kano,Kano,162.28,Bike,3.9821725027833645,309.31183329901893,Clear,Medium,0,4.929455206802402,False,10,Thursday
ORD-10028,2023-09-04,2023-09-06 22:00:00,ibadan,Port Harcourt,481.26,Van,16.00396825891051,719.2416318915389,Storm,High,0,3.212101235943669,False,9,Monday
ORD-10029,2023-12-15,2023-12-15 09:00:00,Port Harcourt,Kano,19.41,Van,0.43733381214539996,29.218999681744403,Rain,Low,0,3.1966161605915286,False,12,Friday
ORD-10030,2023-10-07,2023-10-08 20:00:00,Ibadan,Abuja,454.22,Van,15.354360660416217,358.73829760255074,Clear,High,0,4.964126135276501,True,10,Saturday
ORD-10031,2023-06-26,2023-06-27 16:00:00,Port Harcourt,Abuja,121.79,TRUCK,2.59760913039325,246.41030590176905,Clear,High,0,4.320540871529649,False,6,Monday
ORD-10032,2023-05-11,2023-05-12 20:00:00,Lagos,Kano,184.52,Van,4.073987676617159,326.0578044592006,Rain,Medium,0,2.7257244251360206,False,5,Thursday
ORD-10033,2023-09-18,2023-09-18 04:00:00,Abuja,Port Harcourt,417.82,BIKE,12.726308113196803,364.7723280305342,Clear,Low,0,3.9772323579706046,False,9,Monday
ORD-10034,2023-12-12,2023-12-12 17:00:00,Abuja,Abuja,339.1,Truck,16.41056859120063,516.8515121385724,Clear,Medium,0,4.112931976023624,False,12,Tuesday
ORD-10035,2023-03-28,2023-03-29 03:00:00,ibadan,Kano,88.01,Bike,1.8474937266709528,112.0781556558206,Storm,Low,1,2.8438023603649834,False,3,Tuesday
ORD-10036,2023-11-01,2023-11-03 07:00:00,Lagos,Port Harcourt,171.19,Bike,6.976258716668536,402.1916010262143,Rain,High,1,3.144854069287889,False,11,Wednesday
ORD-10037,2023-05-26,2023-05-26 06:00:00,ibadan,Port Harcourt,330.33,BIKE,6.269443377691697,531.9639681913008,Storm,High,0,3.1046307272511293,False,5,Friday
ORD-10038,2023-09-06,2023-09-08 09:00:00,Ibadan,Port Harcourt,47.46,Truck,0.849188819440465,109.19768198594333,Clear,Low,0,,False,9,Wednesday
ORD-10039,2023-03-27,2023-03-29 13:00:00,Kano,Lagos,175.26,Bike,3.5739464937571834,402.0850883185773,Storm,High,1,4.4496888646440595,False,3,Monday
ORD-10040,2023-10-18,2023-10-18 10:00:00,Abuja,Abuja,321.37,Bike,13.753981034439407,264.57023969717204,Rain,High,1,,False,10,Wednesday
ORD-10041,2023-04-27,2023-04-27 19:00:00,Kano,Lagos,5.59,Truck,0.23234681949221828,10.212949778628063,Rain,Low,0,2.9020201285437466,False,4,Thursday
ORD-10042,2023-03-16,2023-03-16 14:00:00,Ibadan,Port Harcourt,274.82,Truck,5.764349091514188,495.75398667300936,Storm,Medium,0,4.28044805336884,False,3,Thursday
ORD-10043,2023-11-03,2023-11-03 05:00:00,Ibadan,Abuja,119.39,Truck,3.616126837284192,237.9422177140818,Storm,High,0,4.623058526235445,False,11,Friday
ORD-10044,2023-05-11,2023-05-12 23:00:00,Ibadan,Abuja,329.15,Van,7.7025963979960546,,Storm,Low,0,3.1630059192043136,False,5,Thursday
ORD-10045,2023-08-17,2023-08-19 07:00:00,Port Harcourt,Lagos,122.75,Bike,2.0833184053563927,157.88049140568967,Storm,Medium,1,4.077846564993157,False,8,Thursday
ORD-10046,2023-05-10,2023-05-11 16:00:00,ibadan,Port Harcourt,397.61,Truck,9.914105580529439,657.5705071325733,Rain,High,0,2.988107469495111,False,5,Wednesday
ORD-10047,2023-01-21,2023-01-21 01:00:00,Kano,Lagos,361.5,Bike,11.5750767249841,198.33044372994112,Storm,High,0,2.9427766985176222,True,1,Saturday
ORD-10048,2023-03-11,2023-03-12 06:00:00,Lagos,Lagos,470.29,Van,8.086538902921005,1095.6481481535495,Rain,Medium,0,2.5386415413221686,True,3,Saturday
ORD-10049,2023-11-05,2023-11-07 06:00:00,Abuja,Kano,464.23,Truck,12.503714937428983,1129.6153332892854,Clear,Medium,1,4.632523638668401,True,11,Sunday
ORD-10050,2023-05-12,2023-05-12 10:00:00,Abuja,Kano,147.93,Van,4.178352153091217,,Storm,High,0,2.923731866715231,False,5,Friday
ORD-10051,2023-05-01,2023-05-01 21:00:00,Abuja,Ibadan,278.84,Bike,4.853933660509197,527.5818970096989,Storm,High,0,2.7429412344269215,False,5,Monday
ORD-10052,2023-04-26,2023-04-28 20:00:00,Kano,Abuja,307.89,Bike,5.165752901790363,240.20593490234677,Storm,Medium,0,4.693432679819889,False,4,Wednesday
ORD-10053,2023-09-08,2023-09-08 01:00:00,Kano,Ibadan,370.64,Bike,7.74091741875985,706.0574017779643,Clear,Medium,0,3.2339796106612333,False,9,Friday
ORD-10054,2023-11-15,2023-11-16 17:00:00,Port Harcourt,Lagos,404.87,Bike,7.725857960927575,904.5381392470532,Storm,Medium,1,3.7783559971523446,False,11,Wednesday
ORD-10055,2023-06-18,2023-06-20 13:00:00,Port Harcourt,Kano,251.26,Bike,4.838267985404535,452.2498744944425,Rain,Medium,1,4.4894816735902525,True,6,Sunday
ORD-10056,2023-09-14,2023-09-14 14:00:00,ibadan,Ibadan,445.11,Truck,13.27901469241004,556.906456099131,Storm,High,0,3.945700352490435,False,9,Thursday
ORD-10057,2023-04-26,2023-04-26 14:00:00,Lagos,Ibadan,18.94,Truck,0.49036968915469087,,Clear,Medium,0,3.977083151422527,False,4,Wednesday
ORD-10058,2023-02-14,2023-02-15 12:00:00,Lagos,Abuja,16.22,Truck,0.7546317424906233,34.79516218779931,Storm,High,0,2.817651281629712,False,2,Tuesday
ORD-10059,2023-09-29,2023-10-01 00:00:00,abuja,Ibadan,261.6,Van,5.149632440293334,243.71756158634838,Storm,Low,0,2.71336866248442,False,9,Friday
ORD-10060,2023-06-24,2023-06-26 14:00:00,Port Harcourt,Lagos,26.79,Bike,0.6493886578874063,42.362229815869505,Clear,Low,0,4.315228334306654,True,6,Saturday
ORD-10061,2023-05-24,2023-05-26 23:00:00,Abuja,Kano,487.95,Bike,12.003095364860314,559.1482219433619,Rain,Medium,1,3.1770806281551858,False,5,Wednesday
ORD-10062,2023-11-17,2023-11-17 05:00:00,Abuja,Port Harcourt,220.05,BIKE,9.510224413524059,121.18186217714286,Clear,Medium,1,4.589950301280515,False,11,Friday
ORD-10063,2023-09-25,2023-09-26 08:00:00,Lagos,Port Harcourt,,Truck,9.579428785074194,294.85835747494974,Rain,Low,0,3.125607245411488,False,9,Monday
ORD-10064,2023-08-09,2023-08-11 07:00:00,Kano,Lagos,275.06,Truck,5.66155366692937,500.71778087995835,Storm,Low,0,4.887163201657986,False,8,Wednesday
ORD-10065,2023-08-19,2023-08-21 16:00:00,Abuja,Ibadan,369.21,Van,8.754412218565635,636.3118334343703,Storm,Medium,0,3.1193274737528935,True,8,Saturday
ORD-10066,2023-07-26,2023-07-27 23:00:00,Ibadan,Abuja,178.63,Bike,3.5503150686305687,94.45721774786658,Rain,Low,0,2.615006605054382,False,7,Wednesday
ORD-10067,2023-06-06,2023-06-07 12:00:00,Ibadan,Kano,21.32,Bike,0.39322427098748575,40.66397112396421,Clear,High,0,2.7445854016275035,False,6,Tuesday
ORD-10068,2023-03-03,2023-03-03 02:00:00,Lagos,Abuja,246.32,BIKE,6.325812606833259,208.48616919246987,Rain,High,0,3.4962618359934337,False,3,Friday
ORD-10069,2023-04-08,2023-04-08 17:00:00,Abuja,Kano,308.31,Bike,6.7904088742883415,182.09035850563808,Rain,Medium,0,4.064649789285591,True,4,Saturday
ORD-10070,2023-04-16,2023-04-17 12:00:00,kano,Lagos,252.06,Bike,4.645445773836178,458.09063357174256,Storm,Low,0,2.6764218685010746,True,4,Sunday
ORD-10071,2023-11-13,2023-11-15 12:00:00,Lagos,Kano,321.57,Truck,15.26890275487155,,Storm,Medium,1,3.9386854446896975,False,11,Monday
ORD-10072,2023-06-27,2023-06-30 00:00:00,port harcourt,Port Harcourt,194.7,Van,4.2574566250946,275.79367555739657,Clear,Medium,0,4.853662021941313,False,6,Tuesday
ORD-10073,2023-10-31,2023-11-02 17:00:00,Lagos,Lagos,193.67,Truck,3.3135650611712215,447.5135176552617,Clear,High,0,2.6734032521879136,False,10,Tuesday
ORD-10074,2023-01-07,2023-01-07 01:00:00,Kano,Kano,51.29,Bike,2.4743265075488727,35.33295891434314,Clear,Low,0,2.6779716211505726,True,1,Saturday
ORD-10075,2023-01-18,2023-01-18 13:00:00,Ibadan,Ibadan,160.17,Bike,2.9774135693765786,87.53993189361445,Clear,Medium,1,3.2046369369335,False,1,Wednesday
ORD-10076,2023-04-11,2023-04-13 07:00:00,Port Harcourt,Kano,59.96,Bike,1.2525724473041455,105.4028261858437,Storm,High,1,4.337677609509715,False,4,Tuesday
ORD-10077,2023-10-08,2023-10-08 08:00:00,ibadan,Ibadan,401.94,Truck,12.849176177673105,343.61010045364355,Storm,Low,1,4.5170868481681605,True,10,Sunday
ORD-10078,2023-02-19,2023-02-21 00:00:00,Abuja,Port Harcourt,495.26,Van,13.56701750715889,616.1213543394675,Clear,High,1,3.3520088506325445,True,2,Sunday
ORD-10079,2023-05-05,2023-05-05 10:00:00,Port Harcourt,Abuja,465.45,BIKE,8.566063579874852,632.0755400834046,Storm,Medium,1,,False,5,Friday
ORD-10080,2023-05-07,2023-05-09 10:00:00,Lagos,Port Harcourt,52.46,Truck,0.9350805903677978,,Rain,Low,1,3.3001240025765295,True,5,Sunday
ORD-10081,2023-02-19,2023-02-20 09:00:00,Abuja,Ibadan,447.87,Bike,12.59191279973662,,Storm,High,1,2.7282166919653337,True,2,Sunday
ORD-10082,2023-06-07,2023-06-07 11:00:00,Ibadan,Ibadan,160.34,Van,2.76436462101868,385.0106998799355,Clear,High,0,4.079593030424498,False,6,Wednesday
ORD-10083,2023-07-29,2023-07-31 06:00:00,Abuja,Port Harcourt,224.77,Van,7.084182666822087,260.132859725592,Rain,Medium,0,4.3809363235942005,True,7,Saturday
ORD-10084,2023-05-13,2023-05-15 18:00:00,Abuja,Abuja,396.0,Van,7.676691007577695,270.2352336145628,Rain,Low,0,2.643896900041611,True,5,Saturday
ORD-10085,2023-04-29,2023-04-29 11:00:00,Ibadan,Abuja,275.21,Truck,7.307516846203096,626.2151362738234,Storm,Medium,0,2.7926675410690147,True,4,Saturday
ORD-10086,2023-04-11,2023-04-11 04:00:00,Kano,Kano,72.35,Truck,1.4337968737825804,125.63115376186296,Storm,Medium,0,2.7102670152874935,False,4,Tuesday
ORD-10087,2023-06-08,2023-06-10 05:00:00,kano,Port Harcourt,350.78,TRUCK,15.310870120029852,751.9741431957423,Clear,Low,1,2.7033719516047494,False,6,Thursday
ORD-10088,2023-08-21,2023-08-22 21:00:00,Port Harcourt,Kano,,Truck,0.728656774422842,54.099307160225386,Storm,Low,0,4.531998918143756,False,8,Monday
ORD-10089,2023-04-21,2023-04-21 08:00:00,Ibadan,Kano,473.68,Bike,7.969038709525143,950.560357586911,Clear,Medium,0,2.708751791746672,False,4,Friday
ORD-10090,2023-07-15,2023-07-17 06:00:00,Abuja,Kano,388.8,Van,9.183636594832524,524.2750343904488,Clear,High,1,2.7779937057653785,True,7,Saturday
ORD-10091,2023-04-14,2023-04-16 15:00:00,Port Harcourt,Kano,246.82,Truck,12.066991333965268,354.7596393139805,Rain,High,0,2.7970447906701796,False,4,Friday
ORD-10092,2023-02-27,2023-02-27 12:00:00,Abuja,Port Harcourt,59.65,Truck,1.2976302050670203,118.828154096365,Clear,High,0,4.905431371186355,False,2,Monday
ORD-10093,2023-01-15,2023-01-15 20:00:00,Kano,Abuja,188.06,Bike,5.98374402288807,420.7275040946198,Clear,Medium,0,4.908056348601528,True,1,Sunday
ORD-10094,2023-08-11,2023-08-13 05:00:00,Lagos,Kano,7.07,Van,0.12024800737888024,4.145281154981147,Storm,Medium,1,3.8192527727157497,False,8,Friday
ORD-10095,2023-05-31,2023-06-02 16:00:00,Ibadan,Port Harcourt,496.49,Bike,21.63179559243928,798.2112273248235,Rain,Low,1,3.807744610425372,False,5,Wednesday
ORD-10096,2024-01-01,2024-01-01 04:00:00,Kano,Port Harcourt,315.07,Bike,6.5872955350581455,443.9595065527646,Rain,Medium,0,3.9607857798077504,False,1,Monday
ORD-10097,2023-04-15,2023-04-17 20:00:00,abuja,Kano,450.68,Van,20.656475881179528,478.58898057085275,Rain,High,1,4.725659459727291,True,4,Saturday
ORD-10098,2023-09-08,2023-09-09 16:00:00,Lagos,Kano,228.37,VAN,5.0969412114292885,240.87608151480254,Clear,Medium,0,3.6592460123499553,False,9,Friday
ORD-10099,2023-12-28,2023-12-30 23:00:00,kano,Kano,177.32,Van,4.0907811542062795,116.22781165326222,Rain,Low,1,4.965526861199008,False,12,Thursday
ORD-10100,2023-03-07,2023-03-07 07:00:00,Abuja,Port Harcourt,349.38,Truck,8.430200398076675,390.9755171562344,Clear,Low,1,4.211827931384699,False,3,Tuesday
ORD-10101,2023-08-06,2023-08-08 00:00:00,Port Harcourt,Kano,82.15,VAN,1.4556031116069004,176.21786901227668,Storm,Low,1,4.3142987709709,True,8,Sunday
ORD-10102,2023-11-12,2023-11-12 08:00:00,Kano,Kano,307.09,Van,8.360803944687028,726.4081799063678,Storm,Low,1,2.6130466752654735,True,11,Sunday
ORD-10103,2023-08-19,2023-08-19 08:00:00,Lagos,Port Harcourt,14.16,Van,0.4038959452018435,30.03487032774151,Storm,Low,1,2.8760422277588207,True,8,Saturday
ORD-10104,2023-03-21,2023-03-21 17:00:00,Lagos,Abuja,,Truck,8.4423058135056,725.7758718358201,Storm,High,1,4.595821761777845,False,3,Tuesday
ORD-10105,2023-01-26,2023-01-27 13:00:00,Port Harcourt,Kano,234.88,Van,6.418752535330856,,Clear,Medium,0,4.661805940637633,False,1,Thursday
ORD-10106,2023-03-03,2023-03-05 09:00:00,Lagos,Kano,406.64,Truck,6.778609188304492,1013.8648068554658,Storm,Medium,0,4.422468537951277,False,3,Friday
ORD-10107,2023-10-08,2023-10-09 22:00:00,Kano,Kano,472.44,Truck,8.751174626486591,469.9342743751126,Rain,High,0,2.8228985378787375,True,10,Sunday
ORD-10108,2023-09-10,2023-09-10 19:00:00,Ibadan,Port Harcourt,477.07,Truck,10.781977482172692,456.69224644307394,Rain,High,0,4.04532060114474,True,9,Sunday
ORD-10109,2023-02-05,2023-02-05 20:00:00,Lagos,Abuja,179.72,Bike,7.322865949539327,331.25026942387586,Clear,Low,0,4.4307959793390985,True,2,Sunday
ORD-10110,2023-09-19,2023-09-21 00:00:00,Kano,Ibadan,260.56,Van,4.817400621488657,417.88969182215993,Rain,Low,0,4.691634006645863,False,9,Tuesday
ORD-10111,2023-09-28,2023-09-30 01:00:00,Ibadan,Port Harcourt,202.34,Bike,7.978514983562124,112.81777345048202,Rain,High,1,4.050773878383662,False,9,Thursday
ORD-10112,2023-01-03,2023-01-04 17:00:00,Ibadan,Kano,352.34,Bike,12.354758451473595,272.2682514164849,Rain,Low,0,3.376468897016492,False,1,Tuesday
ORD-10113,2023-05-05,2023-05-05 12:00:00,Kano,Port Harcourt,295.37,Van,8.276042906147511,406.1189354362977,Storm,Low,1,3.370638667558251,False,5,Friday
ORD-10114,2023-07-19,2023-07-19 04:00:00,Lagos,Port Harcourt,257.48,Bike,5.014595016027172,332.9436711841613,Storm,High,0,4.655909271866863,False,7,Wednesday
ORD-10115,2023-03-08,2023-03-10 07:00:00,Ibadan,Lagos,474.81,Van,18.34451627187263,1117.3111406058583,Clear,Medium,0,3.145610970747396,False,3,Wednesday
ORD-10116,2023-10-04,2023-10-04 22:00:00,Port Harcourt,Kano,230.11,Truck,3.8869076911299585,341.76769921739844,Storm,Medium,0,4.083502135791814,False,10,Wednesday
ORD-10117,2023-12-09,2023-12-11 00:00:00,lagos,Ibadan,120.83,Truck,5.245602302756796,91.5600735969275,Storm,Medium,0,2.8797567337807357,True,12,Saturday
ORD-10118,2023-09-18,2023-09-18 15:00:00,Lagos,Kano,70.27,Van,1.5398272316940589,60.69642706145581,Storm,Low,0,4.7419710247650295,False,9,Monday
ORD-10119,2023-01-21,2023-01-22 16:00:00,Ibadan,Port Harcourt,237.51,Bike,5.085615729395522,200.6103852181982,Clear,Medium,0,2.6021715406661974,True,1,Saturday
ORD-10120,2023-08-04,2023-08-06 08:00:00,Kano,Ibadan,853.0,Van,2.73892430087354,72.847988617613,Storm,Medium,0,2.801589677751502,False,8,Friday
ORD-10121,2023-06-04,2023-06-06 00:00:00,Kano,Abuja,230.93,Van,8.173544387814765,283.70667802366415,Storm,Medium,0,4.225987071573414,True,6,Sunday
ORD-10122,2023-03-13,2023-03-15 17:00:00,Abuja,Lagos,20.62,Van,0.3967183889191612,36.20461206260504,Storm,Medium,0,4.683946560266943,False,3,Monday
ORD-10123,2023-08-27,2023-08-27 05:00:00,lagos,Port Harcourt,460.52,Truck,20.519430139401862,485.2753890495005,Clear,Low,1,4.370649225959146,True,8,Sunday
ORD-10124,2023-03-05,2023-03-05 10:00:00,Port Harcourt,Ibadan,93.08,Van,3.280471163423429,115.50708665564366,Rain,High,0,4.04563692882574,True,3,Sunday
ORD-10125,2023-04-18,2023-04-18 21:00:00,Ibadan,Ibadan,185.09,Truck,4.807359072293357,369.243791878354,Rain,High,0,3.131092360860052,False,4,Tuesday
ORD-10126,2023-09-20,2023-09-21 20:00:00,Lagos,Abuja,356.96,Truck,6.3961842494931425,543.7767594752163,Rain,Medium,0,2.76793002834944,False,9,Wednesday
ORD-10127,2023-02-07,2023-02-08 17:00:00,Ibadan,Ibadan,224.26,Bike,5.4294075667039,220.88287029024895,Clear,High,0,,False,2,Tuesday
ORD-10128,2023-02-26,2023-02-27 17:00:00,Abuja,Ibadan,11.02,VAN,0.33512587538277033,10.170314074203844,Rain,High,0,2.799405329548128,True,2,Sunday
ORD-10129,2023-03-13,2023-03-14 02:00:00,Lagos,Lagos,445.37,Bike,10.181352261361148,827.5885997547626,Clear,Medium,1,3.746105497322643,False,3,Monday
ORD-10130,2023-10-11,2023-10-12 01:00:00,Port Harcourt,Ibadan,44.37,Truck,1.0695622438702874,74.2612808131728,Clear,High,1,3.5791488655741985,False,10,Wednesday
ORD-10131,2023-10-17,2023-10-18 13:00:00,port harcourt,Kano,64.66,Van,2.062451764643963,79.28380257027149,Storm,Low,0,3.92694576167228,False,10,Tuesday
ORD-10132,2023-08-30,2023-08-31 04:00:00,Ibadan,Kano,178.69,Bike,3.005182761244674,305.83680494176434,Storm,Low,0,2.754456181551009,False,8,Wednesday
ORD-10133,2023-02-18,2023-02-18 03:00:00,Kano,Abuja,77.28,TRUCK,2.589959090824165,63.474913050996925,Storm,High,0,3.2127379217346177,True,2,Saturday
ORD-10134,2023-03-31,2023-04-02 23:00:00,abuja,Kano,87.51,Van,1.566297362053567,57.79751016570062,Rain,High,0,3.525992067474154,False,3,Friday
ORD-10135,2023-07-21,2023-07-23 10:00:00,Lagos,Ibadan,491.21,Bike,20.064492561664185,636.4662976145174,Rain,Low,1,4.663767814734951,False,7,Friday
ORD-10136,2023-11-29,2023-12-01 08:00:00,Lagos,Ibadan,408.72,VAN,13.481939419384334,344.05034943613543,Rain,Low,0,4.8234399728189645,False,11,Wednesday
ORD-10137,2023-06-20,2023-06-22 18:00:00,Lagos,Ibadan,278.82,Truck,6.504682212608114,295.5375417887209,Rain,Low,1,2.9676093713938085,False,6,Tuesday
ORD-10138,2023-05-07,2023-05-09 03:00:00,Lagos,Ibadan,162.52,Truck,4.390360948045692,246.25367748759527,Rain,High,0,2.787092061848009,True,5,Sunday
ORD-10139,2023-06-25,2023-06-26 09:00:00,lagos,Abuja,305.7,Truck,9.690849496762672,508.21904857778514,Clear,Medium,0,3.7028502546370436,True,6,Sunday
ORD-10140,2023-03-21,2023-03-22 03:00:00,Ibadan,Abuja,266.76,Van,12.085385191074295,312.96511450202047,Storm,High,0,2.6584374261819192,False,3,Tuesday
ORD-10141,2023-08-12,2023-08-12 16:00:00,Ibadan,Abuja,494.99,BIKE,15.04796271777676,1049.2545039071713,Clear,Medium,0,4.203756805559824,True,8,Saturday
ORD-10142,2023-07-04,2023-07-07 00:00:00,Abuja,Abuja,380.35,Van,8.678727437772679,548.9030066301056,Storm,Low,0,3.372170666357488,False,7,Tuesday
ORD-10143,2023-01-21,2023-01-23 13:00:00,Ibadan,Kano,464.84,Bike,8.733526605718856,1129.5862183084434,Clear,Medium,0,4.3271686880091105,True,1,Saturday
ORD-10144,2023-12-30,2024-01-01 05:00:00,Kano,Ibadan,,Bike,17.21987757585941,297.019087073026,Clear,High,1,3.9361827829497797,True,12,Saturday
ORD-10145,2023-01-06,2023-01-06 05:00:00,Ibadan,Lagos,421.07,Van,16.453898893713873,880.261414009688,Storm,High,0,2.909139857164261,False,1,Friday
ORD-10146,2023-11-12,2023-11-12 22:00:00,Lagos,Lagos,82.97,Truck,1.5778867249439463,151.86782680232744,Storm,Low,0,3.3970762103087564,True,11,Sunday
ORD-10147,2023-06-27,2023-06-29 08:00:00,Abuja,Abuja,438.72,Van,12.289831507593085,935.8770121699406,Rain,Low,0,,False,6,Tuesday
ORD-10148,2023-05-15,2023-05-16 14:00:00,abuja,Lagos,231.88,Bike,7.233790932955844,462.6513261505382,Rain,High,0,3.080531737867043,False,5,Monday
ORD-10149,2023-07-07,2023-07-08 04:00:00,Abuja,Kano,449.89,TRUCK,12.724699293343242,714.0229933731447,Storm,Medium,1,4.06059498978498,False,7,Friday
ORD-10150,2023-02-05,2023-02-05 07:00:00,Abuja,Kano,59.33,Van,1.0301548185197875,104.14883757745444,Rain,Low,0,2.848180181658468,True,2,Sunday
ORD-10151,2023-06-22,2023-06-24 22:00:00,Abuja,Port Harcourt,397.22,BIKE,8.865941919788822,622.4128299096689,Storm,Low,1,4.471493028061326,False,6,Thursday
ORD-10152,2023-06-02,2023-06-04 13:00:00,Port Harcourt,Lagos,76.69,BIKE,2.3619537721905393,76.45826426474275,Storm,Low,1,2.5838310868394485,False,6,Friday
ORD-10153,2023-12-29,2023-12-31 18:00:00,Ibadan,Ibadan,285.37,Truck,5.651076015857344,643.0902195254008,Rain,Medium,0,4.553143261680033,False,12,Friday
ORD-10154,2023-07-09,2023-07-09 20:00:00,Lagos,Ibadan,56.21,Van,1.0436686161302735,42.43727541936146,Storm,Medium,0,4.493238414448884,True,7,Sunday
ORD-10155,2023-08-06,2023-08-07 14:00:00,Abuja,Kano,,Van,2.5988980101922037,147.4129344197567,Rain,Medium,1,4.102869082213243,True,8,Sunday
ORD-10156,2023-06-20,2023-06-20 02:00:00,Lagos,Port Harcourt,347.28,Bike,8.326264964238323,348.52955435441305,Storm,Low,0,2.9539942920035642,False,6,Tuesday
